"Datetime","Sku","Customer","Qty","Amt"
"6/1/2016","691001","148690","2006.6581","272965.82449999964"
"6/2/2016","691001","134969","3334.9083","303243.8161999999"
"6/3/2016","691001","144548","1118.55","213499.7688"
"6/4/2016","610001","159559","1630","146393.33999999994"
"6/6/2016","691001","173500","620.8833","104151.32010000004"
"6/7/2016","691001","192181","1397.4164","247274.96509999986"
"6/8/2016","691001","123321","4965.4998","514921.20569999947"
"6/9/2016","691001","144548","2229.8582","314368.4257000001"
"6/10/2016","691001","159887","2443.0598","396324.3351"
"6/11/2016","202140","148720","3750","422113.2400000004"
"6/13/2016","691001","224172","2427.275","290469.99559999973"
"6/14/2016","691001","134976","1914.2114000000001","209553.7138999999"
"6/15/2016","691001","148690","2121.1583","259355.44999999992"
"6/16/2016","691001","150679","4076.0832","560853.0103000005"
"6/17/2016","691001","134952","4320.4167","528848.0256999998"
"6/18/2016","103046","134952","2157","251195"
"6/20/2016","691001","224189","2385.3583","247729.77560000043"
"6/21/2016","691001","183431","2217.2154","300791.9817999995"
"6/22/2016","691001","123321","2016.5496","233175.99949999934"
"6/23/2016","691001","173500","2891.8332","351220.3623000003"
"6/24/2016","691001","173456","5245.6664","564344.7200000006"
"6/25/2016","219221","150679","3664","401517.15999999957"
"6/27/2016","691001","183462","4032.9999","434814.9573000006"
"6/28/2016","691001","123321","2743.6698","379933.1234999986"
"6/29/2016","691001","148720","3008.9365","332571.5657999997"
"6/30/2016","691001","150679","1804.7499","262450.0172999996"
"7/1/2016","691001","134952","1101.6082000000001","211090.84049999985"
"7/2/2016","619217","183424","4274","482898.80000000016"
"7/4/2016","691001","173456","2443.6915","319966.16199999966"
"7/5/2016","691001","183455","1775.0749","249686.0375999998"
"7/6/2016","691001","144548","818.1082","112898.34060000001"
"7/7/2016","691001","148720","609.583","82456.06520000004"
"7/8/2016","691001","224196","580.6916","97815.9968000001"
"7/9/2016","603160","206192","865","121807.03999999994"
"7/11/2016","691001","144548","2822.0833000000002","283868.6611999998"
"7/12/2016","691001","144562","4196.3332","224959.90459999998"
"7/13/2016","691001","148683","2947.75","397369.34399999917"
"7/14/2016","691001","224202","1087.8749","163150.4608"
"7/15/2016","691001","138851","2164.3332","270131.1985"
"7/16/2016","222027","116323","4673","531518.28"
"7/18/2016","691001","148713","1088.0833","140176.57869999998"
"7/20/2016","691001","173500","5194.6667","743242.6207000004"
"7/21/2016","691001","194482","2280.5245999999997","272312.9342"
"7/22/2016","691001","148645","1703.25","237596.82580000014"
"7/23/2016","619217","134976","2186","269568.56000000023"
"7/25/2016","691001","148652","3682.9917","446682.95690000046"
"7/26/2016","691001","192181","9912.083200000001","632754.1173"
"7/27/2016","691001","123321","4030.5","418532.87589999946"
"7/28/2016","691001","148690","1616.8584","200085.04650000008"
"7/29/2016","691001","150679","1264.025","223086.7868999999"
"7/30/2016","119282","249656","2198","264479.7099999998"
"8/1/2016","691001","167646","1178.6082999999999","133057.77550000002"
"8/2/2016","691001","134969","1675.4998","268521.1545999995"
"8/3/2016","691001","144548","1100.0833","146074.06060000003"
"8/4/2016","691001","139162","796.8332","126811.34260000002"
